season,teamName,teamScore,assists,reboundsDefensive,reboundsOffensive,reboundsTotal,steals,blocks,turnovers,foulsPersonal,fieldGoalsMade,fieldGoalsAttempted,fieldGoalsPercentage,threePointersMade,threePointersAttempted,threePointersPercentage,freeThrowsMade,freeThrowsAttempted,freeThrowsPercentage,plusMinusPoints
2005-2006,Magic,94.68,18.18,29.09,10.94,40.03,6.74,4.47,15.4,23.67,35.25,75.01,0.47,3.64,9.92,0.37,20.55,28.32,0.73,-0.44
2005-2006,Mavericks,98.77,17.41,29.61,12.4,42.01,7.36,5.71,13.75,23.23,35.86,77.97,0.46,4.94,13.59,0.37,22.12,28.18,0.79,5.5
2005-2006,Nets,93.93,22.68,30.78,10.03,40.81,7.09,3.26,14.1,24.02,33.83,76.6,0.44,5.49,17.04,0.31,20.78,27.51,0.76,1.22
2005-2006,Nuggets,99.73,23.11,30.17,11.12,41.28,8.44,5.46,15.01,23.33,37.15,81.04,0.46,4.23,13.05,0.32,21.2,28.55,0.74,0.33
2005-2006,Pacers,93.69,19.71,30.78,10.76,41.54,7.41,4.89,15.45,22.44,33.6,75.69,0.45,6.41,18.44,0.34,20.07,27.03,0.74,2.06
2005-2006,Pistons,95.57,22.92,28.64,11.94,40.58,6.98,5.83,11.67,19.38,35.53,79.08,0.45,6.69,17.42,0.39,17.83,24.57,0.73,5.81
2005-2006,Raptors,100.78,19.56,27.82,10.49,38.31,6.89,3.39,13.43,24.45,36.51,80.79,0.45,7.24,19.43,0.37,20.53,26.13,0.79,-2.58
2005-2006,Rockets,89.94,19.31,31.29,10.25,41.54,7.3,3.97,14.88,22.79,32.79,75.66,0.43,5.65,16.99,0.33,18.72,24.57,0.76,-0.75
2005-2006,Spurs,96.1,20.6,30.83,10.14,40.97,6.56,5.71,13.74,21.64,36.23,76.82,0.47,6.25,16.44,0.37,17.38,24.28,0.71,5.5
2005-2006,Suns,107.77,26.03,31.9,9.13,41.03,6.52,4.95,13.25,21.07,41.35,86.38,0.48,10.05,25.37,0.4,15.03,18.52,0.81,5.11
2005-2006,SuperSonics,101.89,20.48,27.33,12.19,39.52,7.65,3.78,14.84,23.7,37.18,81.42,0.46,7.25,19.58,0.37,20.28,25.83,0.78,-2.99
2005-2006,Timberwolves,91.48,20.84,29.46,9.86,39.31,6.83,5.84,14.7,23.4,34.96,76.93,0.46,3.99,11.97,0.33,17.58,23.43,0.75,-1.89
2005-2006,Trail Blazers,88.42,18.3,26.84,10.88,37.72,6.59,5.31,15.03,22.27,33.63,76.2,0.44,4.37,12.77,0.33,16.79,24.21,0.69,-9.57
2005-2006,Warriors,98.39,20.39,30.4,12.03,42.44,7.46,4.31,13.9,24.03,35.61,82.58,0.43,7.58,22.26,0.34,19.6,27.24,0.72,-1.56
2005-2006,Wizards,100.68,18.34,28.56,12.77,41.33,8.1,4.29,14.19,22.96,35.83,80.74,0.44,5.95,16.85,0.36,23.06,30.97,0.74,1.41
2006-2007,76ers,95.31,20.43,28.32,11.39,39.71,7.37,4.76,15.52,20.54,35.87,78.34,0.46,3.53,10.16,0.34,20.03,26.14,0.77,-2.83
2006-2007,Bobcats,96.97,22.34,28.51,11.39,39.9,7.94,4.46,15.27,24.86,35.9,80.98,0.44,5.4,15.36,0.35,19.77,27.01,0.73,-4.06
2006-2007,Bucks,99.41,21.48,27.73,11.36,39.09,7.27,2.92,15.34,22.99,37.92,82.04,0.46,6.44,17.99,0.35,17.12,23.44,0.73,-4.38
2006-2007,Bulls,97.9,22.19,31.48,11.96,43.44,7.84,5.25,16.2,23.57,36.61,80.42,0.46,5.67,14.88,0.38,19.01,26.08,0.73,4.77
2006-2007,Cavaliers,94.71,20.17,31.0,12.5,43.5,7.54,4.15,14.5,21.72,35.39,80.02,0.44,5.79,16.8,0.34,18.13,25.82,0.7,3.16
2006-2007,Celtics,96.49,19.91,29.18,11.27,40.44,7.64,4.72,16.74,24.43,34.96,78.69,0.45,5.63,15.44,0.36,20.94,27.5,0.76,-2.94
2006-2007,Clippers,95.64,21.27,30.08,10.94,41.02,7.45,5.57,15.34,23.16,35.06,77.34,0.46,3.86,11.16,0.35,21.66,27.44,0.78,-0.07
2006-2007,Grizzlies,100.41,20.04,28.74,10.7,39.44,7.13,4.92,16.64,22.63,36.02,77.91,0.46,5.82,16.17,0.34,22.54,29.88,0.76,-4.75
2006-2007,Hawks,94.0,19.2,28.09,11.86,39.94,7.37,5.33,16.26,24.39,34.5,77.62,0.45,4.28,12.9,0.33,20.72,27.09,0.77,-4.29
2006-2007,Heat,93.75,20.08,30.7,9.73,40.43,6.9,5.2,14.95,21.89,35.05,76.17,0.46,6.29,18.65,0.34,17.35,25.2,0.68,-1.62
2006-2007,Hornets,95.43,18.83,30.4,12.27,42.67,6.48,4.26,14.67,20.49,36.1,81.13,0.45,5.45,15.13,0.36,17.78,24.08,0.74,-1.82
2006-2007,Jazz,100.99,24.03,30.11,12.85,42.96,7.23,4.3,15.94,25.92,37.21,79.11,0.47,4.28,12.78,0.33,22.3,30.0,0.74,2.64
2006-2007,Kings,100.96,20.13,29.2,9.71,38.91,8.3,3.32,15.04,22.32,35.54,79.03,0.45,6.41,18.3,0.35,23.46,30.61,0.77,-1.23
2006-2007,Knicks,98.25,18.89,30.78,12.58,43.36,6.68,3.18,17.56,24.12,35.59,77.7,0.46,5.69,16.69,0.33,21.38,29.84,0.72,-2.28
2006-2007,Lakers,102.62,22.29,30.09,10.92,41.01,7.47,5.03,16.01,23.37,37.72,81.12,0.47,7.27,20.6,0.35,19.92,26.98,0.74,-0.65
2006-2007,Magic,94.86,18.66,29.39,11.21,40.61,6.86,4.91,16.76,23.62,35.02,74.21,0.47,4.14,11.62,0.35,20.68,29.44,0.7,1.32
2006-2007,Mavericks,98.47,19.5,30.83,11.43,42.26,6.9,5.03,14.42,22.68,35.88,78.44,0.46,6.36,17.31,0.37,20.35,25.51,0.8,5.93
2006-2007,Nets,97.12,23.85,30.76,9.89,40.66,6.15,3.29,15.46,23.02,35.16,77.26,0.46,7.39,20.31,0.35,19.41,26.55,0.73,-0.52
2006-2007,Nuggets,105.17,23.17,31.34,12.13,43.47,8.18,5.17,16.66,21.77,38.33,82.72,0.46,6.11,17.97,0.34,22.4,30.21,0.74,1.5
2006-2007,Pacers,95.64,20.42,29.8,11.9,41.7,7.5,5.49,16.86,24.08,34.77,79.23,0.44,5.6,16.36,0.33,20.51,27.17,0.75,-2.28
2006-2007,Pistons,95.26,21.39,28.8,11.55,40.35,7.18,5.59,12.75,21.12,35.29,78.29,0.45,5.4,15.71,0.34,19.28,25.23,0.76,3.71
2006-2007,Raptors,99.25,21.83,30.14,9.21,39.35,7.28,3.86,13.83,21.01,36.49,79.62,0.46,6.52,17.96,0.36,19.75,24.97,0.79,1.14
2006-2007,Rockets,95.85,20.48,32.44,10.73,43.17,7.15,4.08,14.65,20.79,34.75,78.65,0.44,8.62,23.36,0.37,17.73,23.58,0.75,4.61
2006-2007,Spurs,97.39,21.64,31.22,9.46,40.68,7.02,5.05,14.11,19.7,36.14,76.89,0.47,7.29,19.12,0.38,17.82,23.89,0.75,6.94
2006-2007,Suns,108.9,25.48,31.05,9.36,40.41,6.87,4.82,14.72,20.33,40.74,83.22,0.49,9.2,23.59,0.39,18.22,22.62,0.8,6.92
2006-2007,SuperSonics,99.27,20.62,28.26,11.41,39.67,7.82,3.66,15.83,22.26,37.04,80.54,0.46,6.22,17.53,0.35,18.96,23.97,0.79,-2.02
2006-2007,Timberwolves,96.26,22.24,30.32,10.03,40.36,6.54,4.08,16.06,21.98,36.2,78.56,0.46,4.57,13.13,0.35,19.29,24.46,0.79,-2.79
2006-2007,Trail Blazers,94.4,18.31,28.08,11.0,39.08,6.81,4.5,15.73,23.92,34.86,77.02,0.45,5.14,14.9,0.34,19.54,25.4,0.77,-4.18
2006-2007,Warriors,107.05,22.99,29.72,11.39,41.11,9.29,5.62,16.12,24.29,39.6,85.34,0.47,8.64,24.28,0.35,19.22,26.77,0.72,0.51
2006-2007,Wizards,103.01,19.99,29.07,11.96,41.03,7.7,4.44,14.18,22.82,37.02,82.43,0.45,6.69,19.34,0.34,22.28,29.31,0.76,-0.4
2007-2008,76ers,95.51,19.95,28.46,12.96,41.41,8.78,4.76,14.45,20.09,36.49,80.33,0.45,3.57,11.35,0.32,18.96,26.73,0.71,0.13
2007-2008,Bobcats,97.01,21.15,29.58,10.84,40.42,7.49,4.88,14.88,21.97,35.98,79.78,0.45,6.35,17.4,0.36,18.7,26.06,0.72,-4.51
2007-2008,Bucks,96.45,21.29,28.81,12.87,41.67,6.62,4.37,15.22,21.72,36.42,81.75,0.45,5.43,15.85,0.34,18.19,24.85,0.73,-6.14
2007-2008,Bulls,97.0,22.19,30.21,12.47,42.69,7.8,5.25,15.12,22.18,36.25,82.89,0.44,5.83,15.81,0.37,18.67,24.94,0.75,-2.01
2007-2008,Cavaliers,94.73,19.86,31.19,13.0,44.19,6.9,5.2,14.31,21.33,34.82,80.32,0.43,6.55,18.71,0.34,18.53,25.84,0.72,-0.51
2007-2008,Celtics,97.77,21.89,31.07,10.18,41.25,8.27,4.54,14.76,23.13,35.29,75.69,0.47,6.83,18.46,0.37,20.36,26.49,0.77,8.66
2007-2008,Clippers,94.51,21.39,30.63,10.01,40.64,7.04,4.92,14.84,21.92,34.55,79.01,0.44,4.3,13.06,0.32,21.1,27.03,0.78,-6.43
2007-2008,Grizzlies,100.94,19.37,31.34,10.46,41.8,6.29,4.83,15.38,19.64,37.23,82.16,0.45,7.63,21.7,0.34,18.85,26.11,0.73,-5.29
2007-2008,Hawks,97.72,21.48,29.74,12.26,42.0,7.18,5.53,15.2,20.78,35.64,79.05,0.45,4.49,12.89,0.33,21.95,28.43,0.77,-1.74
2007-2008,Heat,91.09,19.86,28.41,9.0,37.41,7.23,4.49,14.85,20.82,34.22,77.35,0.44,5.95,16.61,0.35,16.7,22.95,0.73,-8.89
2007-2008,Hornets,100.21,21.16,30.57,11.34,41.91,7.72,4.05,11.98,19.43,38.15,82.42,0.46,7.31,19.07,0.38,16.6,21.81,0.76,4.8
2007-2008,Jazz,104.6,25.58,29.43,12.03,41.46,8.54,4.58,14.71,24.35,39.26,80.65,0.49,4.96,13.58,0.36,21.13,27.97,0.75,5.67
2007-2008,Kings,102.17,19.0,29.72,10.16,39.88,8.22,4.11,16.27,22.61,36.85,79.79,0.46,6.2,16.76,0.37,22.26,28.04,0.79,-1.8
2007-2008,Knicks,96.51,18.49,29.98,12.64,42.62,6.47,2.65,14.69,21.72,35.91,82.2,0.44,5.92,17.63,0.34,18.78,25.79,0.73,-6.72
2007-2008,Lakers,107.22,23.76,32.7,10.61,43.31,7.78,5.33,14.33,21.28,38.88,81.98,0.48,7.82,20.74,0.38,21.64,28.37,0.77,5.78
2007-2008,Magic,103.52,20.49,32.61,9.52,42.13,6.16,4.23,14.56,20.57,37.09,78.09,0.48,9.58,24.82,0.39,19.76,27.38,0.72,5.6
2007-2008,Mavericks,99.81,20.66,32.32,10.78,43.09,5.96,4.77,12.89,22.08,36.43,79.06,0.46,5.95,16.88,0.36,21.0,25.84,0.81,3.86
2007-2008,Nets,94.8,23.02,30.49,11.12,41.61,6.4,4.77,15.4,22.74,34.33,77.68,0.44,6.06,17.33,0.34,20.08,27.42,0.74,-4.4
2007-2008,Nuggets,110.37,24.16,32.98,11.34,44.32,8.99,6.45,14.85,21.68,40.11,85.6,0.47,6.77,19.52,0.34,23.38,31.3,0.75,3.52
2007-2008,Pacers,104.13,22.67,32.24,11.48,43.72,7.78,4.93,15.48,23.82,37.76,85.63,0.44,9.11,24.37,0.38,19.49,25.49,0.76,-0.7
2007-2008,Pistons,96.54,21.97,28.99,11.77,40.76,7.06,5.8,12.04,21.28,36.01,79.24,0.46,5.65,15.61,0.36,18.87,24.64,0.77,5.79
2007-2008,Raptors,100.0,23.86,30.38,9.6,39.98,7.14,3.97,11.64,19.87,38.26,82.2,0.47,7.12,18.29,0.39,16.37,20.16,0.81,2.82
2007-2008,Rockets,96.44,21.06,32.32,12.18,44.51,7.47,5.08,13.9,20.1,36.44,81.54,0.45,7.01,20.52,0.34,16.55,22.89,0.72,4.54
2007-2008,Spurs,95.19,20.88,32.11,9.32,41.42,6.18,4.1,12.81,19.38,35.78,78.62,0.46,7.29,19.6,0.37,16.35,21.53,0.75,4.04
2007-2008,Suns,109.61,26.24,32.78,8.74,41.52,6.62,6.28,14.62,20.43,41.13,82.85,0.5,8.49,21.45,0.39,18.86,24.34,0.78,5.18
2007-2008,SuperSonics,97.85,21.42,32.83,11.93,44.76,6.72,4.87,16.26,21.0,38.18,85.87,0.45,3.81,11.51,0.32,17.69,23.17,0.76,-8.58
2007-2008,Timberwolves,95.4,19.77,29.61,11.88,41.49,7.61,3.82,14.97,23.4,37.28,83.02,0.45,5.36,15.35,0.34,15.47,21.05,0.74,-6.85
2007-2008,Trail Blazers,95.82,21.05,29.7,11.14,40.84,5.74,4.32,13.31,20.27,35.8,80.06,0.45,6.55,17.25,0.38,17.68,22.95,0.77,-0.82
2007-2008,Warriors,111.05,22.38,30.53,12.68,43.21,9.13,4.66,13.45,23.22,41.41,90.48,0.46,9.2,26.45,0.35,19.02,25.22,0.76,2.68
2007-2008,Wizards,97.6,19.17,29.3,12.21,41.51,7.78,4.91,13.37,20.02,35.74,81.04,0.44,6.71,19.3,0.34,19.39,25.03,0.78,-0.66
2008-2009,76ers,97.0,19.94,28.63,12.29,40.93,8.04,4.84,14.32,20.53,36.27,79.36,0.46,4.38,13.37,0.32,20.07,27.0,0.74,-0.25
2008-2009,Bobcats,93.18,20.86,28.89,11.03,39.92,7.32,4.91,15.99,21.94,34.56,77.09,0.45,5.8,16.09,0.36,18.27,24.54,0.74,-2.11
2008-2009,Bucks,98.4,21.89,28.77,11.9,40.67,7.57,3.71,14.42,24.43,36.27,82.12,0.44,6.06,16.7,0.35,19.81,25.69,0.78,-2.26
2008-2009,Bulls,102.2,20.77,30.79,11.63,42.42,7.45,5.72,15.08,21.68,37.78,83.29,0.45,6.07,16.1,0.37,20.56,25.86,0.79,-0.63
2008-2009,Cavaliers,99.18,20.14,31.12,10.73,41.84,7.09,5.1,12.95,20.76,36.29,78.04,0.47,7.63,19.83,0.39,18.97,25.29,0.75,8.23
2008-2009,Celtics,100.62,22.55,31.54,10.59,42.12,7.86,4.84,15.57,23.7,37.16,77.8,0.48,6.55,16.78,0.38,19.75,25.95,0.76,6.16
2008-2009,Clippers,94.85,20.99,29.1,10.76,39.86,7.07,5.76,15.12,20.4,35.97,81.61,0.44,6.5,18.44,0.35,16.42,22.32,0.73,-7.7
2008-2009,Grizzlies,93.6,17.28,28.62,10.41,39.03,7.51,4.84,15.32,21.74,34.74,77.09,0.45,4.88,13.7,0.35,19.23,25.79,0.75,-5.52
2008-2009,Hawks,96.52,19.73,28.81,10.52,39.34,7.22,4.45,13.02,20.09,35.27,77.75,0.45,7.07,19.4,0.36,18.92,25.59,0.74,0.72
2008-2009,Heat,97.17,19.98,29.45,10.01,39.46,7.95,5.39,12.93,20.82,36.44,79.87,0.46,7.0,19.67,0.36,17.28,22.89,0.75,0.14
2008-2009,Hornets,95.5,19.66,30.05,9.69,39.74,7.4,4.05,13.04,20.66,35.18,77.33,0.45,6.8,18.77,0.36,18.34,22.91,0.8,1.18
2008-2009,Jazz,102.89,24.65,29.33,11.57,40.9,8.91,4.57,15.0,22.78,37.89,80.38,0.47,4.73,13.53,0.35,22.37,29.33,0.76,2.14
2008-2009,Kings,100.2,19.57,28.82,10.39,39.21,7.02,4.18,15.61,23.36,36.18,81.23,0.45,6.9,19.09,0.36,20.94,26.34,0.79,-8.67
2008-2009,Knicks,105.34,21.29,31.21,11.03,42.25,7.53,2.49,14.61,20.57,38.36,86.04,0.45,10.06,27.89,0.36,18.56,23.7,0.79,-2.4
2008-2009,Lakers,105.3,22.45,31.6,11.93,43.53,8.72,5.36,13.88,21.62,39.43,83.55,0.47,6.58,18.24,0.36,19.87,26.01,0.76,7.25
2008-2009,Magic,100.32,19.32,32.51,9.66,42.17,6.99,5.33,13.92,20.8,35.43,77.51,0.46,9.51,25.32,0.37,19.96,27.71,0.72,5.79
2008-2009,Mavericks,101.76,21.3,31.8,10.79,42.59,7.22,5.15,13.13,20.28,37.85,81.74,0.46,6.95,19.73,0.35,19.11,23.7,0.81,1.9
2008-2009,Nets,98.06,19.76,29.31,10.44,39.75,6.95,4.82,13.53,22.64,35.6,79.44,0.45,7.76,20.73,0.37,19.09,24.56,0.78,-2.54
2008-2009,Nuggets,104.95,22.24,30.54,11.06,41.6,8.92,5.82,14.85,23.47,37.27,79.29,0.47,6.76,18.19,0.37,23.65,31.41,0.75,4.45
2008-2009,Pacers,104.5,21.66,32.99,11.3,44.29,7.12,5.47,14.88,23.04,38.9,85.98,0.45,7.8,20.96,0.37,18.9,23.63,0.8,-0.92
2008-2009,Pistons,92.94,20.37,29.65,11.26,40.9,6.16,4.64,12.17,21.22,35.72,79.5,0.45,4.53,12.99,0.34,16.96,22.56,0.74,-0.43
2008-2009,Raptors,98.58,22.28,30.6,9.77,40.38,6.58,4.76,13.61,19.55,36.97,81.17,0.46,5.89,15.73,0.38,18.76,22.89,0.82,-3.06
2008-2009,Rockets,97.38,19.81,32.22,10.39,42.6,6.65,4.08,14.37,19.37,35.64,78.86,0.45,7.48,20.19,0.37,18.61,23.29,0.8,3.37
2008-2009,Spurs,96.2,20.99,31.91,8.84,40.76,5.98,3.95,11.91,19.06,36.74,79.3,0.46,7.54,19.82,0.38,15.17,19.97,0.76,3.56
2008-2009,Suns,108.3,22.96,30.75,11.18,41.93,7.2,5.2,15.92,21.12,40.7,81.49,0.5,6.64,17.51,0.38,20.27,27.44,0.74,2.43
2008-2009,Thunder,96.64,20.06,30.43,12.24,42.67,7.62,4.52,16.47,20.47,36.31,81.75,0.45,3.93,11.49,0.34,20.08,25.74,0.78,-6.2
2008-2009,Timberwolves,97.62,20.46,29.86,11.84,41.7,6.51,3.97,14.56,21.93,36.27,82.14,0.44,6.64,18.81,0.35,18.44,24.23,0.76,-3.74
2008-2009,Trail Blazers,98.43,20.18,28.56,12.72,41.27,6.96,5.24,13.18,20.82,36.51,78.65,0.46,7.16,18.59,0.38,18.26,24.08,0.76,4.67
2008-2009,Warriors,108.54,20.9,30.54,11.59,42.13,8.03,6.4,14.99,22.64,39.41,85.84,0.46,6.74,18.05,0.37,22.98,29.2,0.78,-2.75
2008-2009,Wizards,94.94,19.79,28.71,11.56,40.27,7.61,4.51,14.37,20.64,36.04,80.97,0.45,4.89,14.75,0.32,17.97,23.57,0.76,-7.37
2009-2010,76ers,97.74,20.92,29.83,11.7,41.53,8.17,5.18,14.98,20.82,37.51,81.99,0.46,5.69,16.5,0.34,17.03,22.54,0.75,-2.91
2009-2010,Bobcats,94.81,20.0,29.98,10.36,40.34,7.66,5.49,16.14,20.66,34.38,76.24,0.45,5.51,16.3,0.34,20.53,27.27,0.75,0.59
2009-2010,Bucks,96.98,21.04,30.81,11.55,42.36,7.1,4.55,13.42,22.85,36.73,84.55,0.44,7.79,22.12,0.35,15.72,20.91,0.75,1.13
2009-2010,Bulls,97.27,20.65,32.93,11.33,44.25,6.51,5.71,14.44,20.76,37.25,82.74,0.45,4.27,12.81,0.34,18.49,24.45,0.76,-1.6
2009-2010,Cavaliers,101.31,22.14,32.46,9.59,42.05,6.75,5.31,14.13,19.88,37.19,77.46,0.48,7.2,19.3,0.37,19.73,27.2,0.73,5.53
2009-2010,Celtics,98.0,22.89,30.18,8.72,38.9,8.43,4.75,14.77,22.84,36.36,76.46,0.48,6.04,17.25,0.34,19.24,25.81,0.74,3.98
2009-2010,Clippers,96.25,22.4,30.52,11.15,41.66,6.65,5.69,15.88,19.8,36.79,80.33,0.46,5.91,17.74,0.33,16.76,23.04,0.72,-4.87
2009-2010,Grizzlies,102.04,18.93,30.37,13.12,43.49,7.97,4.96,15.77,20.73,38.97,83.38,0.47,4.21,12.7,0.33,19.9,27.24,0.73,-1.18
2009-2010,Hawks,100.3,21.11,29.5,11.85,41.35,7.33,4.99,12.2,20.53,38.08,82.11,0.46,6.05,16.92,0.36,18.09,23.79,0.76,3.22
2009-2010,Heat,95.62,18.56,30.67,10.53,41.2,7.41,5.46,13.52,21.32,35.94,79.13,0.46,6.13,17.64,0.34,17.62,23.52,0.75,1.57
2009-2010,Hornets,99.62,21.93,29.74,10.39,40.13,7.52,3.58,13.82,20.2,38.14,82.97,0.46,6.98,19.28,0.36,16.36,20.89,0.78,-3.13
2009-2010,Jazz,104.34,26.06,30.79,10.85,41.64,8.16,4.77,15.14,23.55,38.95,79.74,0.49,5.38,14.67,0.36,21.06,28.46,0.74,4.6
2009-2010,Kings,99.79,20.37,30.6,12.07,42.66,6.88,4.48,15.13,22.67,38.16,83.88,0.46,5.91,16.98,0.35,17.56,24.21,0.72,-4.3
2009-2010,Knicks,101.7,21.36,30.57,10.25,40.82,7.35,3.74,14.22,20.27,37.83,83.97,0.45,9.08,26.52,0.34,16.97,21.83,0.78,-3.38
2009-2010,Lakers,101.77,21.04,31.9,11.99,43.89,7.42,5.15,13.52,20.57,38.02,83.06,0.46,6.54,19.34,0.34,19.19,25.12,0.76,4.41
2009-2010,Magic,102.45,19.39,33.12,9.8,42.92,6.19,5.69,14.25,20.52,36.12,76.7,0.47,10.25,27.18,0.38,19.97,27.77,0.72,8.43
2009-2010,Mavericks,101.4,22.97,31.62,10.28,41.91,7.71,5.27,13.11,19.79,37.82,81.96,0.46,6.66,18.26,0.36,19.09,23.51,0.81,2.79
2009-2010,Nets,92.65,18.75,29.12,10.9,40.02,7.18,4.87,14.73,20.4,34.21,79.69,0.43,4.58,14.37,0.32,19.64,25.45,0.77,-8.28
2009-2010,Nuggets,106.71,20.91,30.69,10.67,41.37,8.32,5.04,14.38,23.4,37.91,80.85,0.47,6.47,18.04,0.36,24.42,31.8,0.77,4.02
2009-2010,Pacers,101.26,21.28,32.2,9.53,41.73,7.21,5.65,15.24,23.2,36.93,83.43,0.44,8.13,23.48,0.35,19.26,25.06,0.77,-2.88
2009-2010,Pistons,94.42,19.22,27.53,12.5,40.03,7.28,3.77,13.87,22.74,35.73,79.76,0.45,4.56,14.26,0.31,18.4,25.26,0.73,-5.02
2009-2010,Raptors,103.3,21.82,30.39,9.92,40.31,6.02,4.77,13.9,22.64,38.66,80.73,0.48,6.08,16.84,0.36,19.91,26.1,0.76,-1.69
2009-2010,Rockets,102.37,21.57,30.28,11.78,42.06,7.21,3.94,14.77,21.42,37.52,84.04,0.45,7.8,22.16,0.35,19.52,25.42,0.77,-0.11
2009-2010,Spurs,100.81,21.83,32.02,10.7,42.72,6.39,4.54,13.72,20.53,38.07,80.78,0.47,6.55,18.29,0.36,18.11,24.6,0.74,4.25
2009-2010,Suns,109.66,22.84,31.42,11.06,42.48,6.08,5.04,14.48,21.25,40.16,82.68,0.49,8.85,21.8,0.4,20.49,26.61,0.77,4.8
2009-2010,Thunder,100.39,19.64,31.44,11.6,43.04,8.06,5.81,15.02,21.77,36.66,80.35,0.46,5.05,15.08,0.33,22.01,27.57,0.8,2.28
2009-2010,Timberwolves,98.4,19.59,31.09,11.77,42.86,7.42,3.69,16.31,21.23,37.42,83.87,0.45,4.93,14.5,0.34,18.62,24.87,0.75,-8.71
2009-2010,Trail Blazers,97.74,20.26,28.79,11.4,40.19,6.46,4.3,12.72,21.49,35.84,78.45,0.46,5.86,16.68,0.35,20.19,25.84,0.78,2.23
2009-2010,Warriors,108.77,22.54,29.34,9.17,38.51,9.31,4.24,14.96,23.09,40.46,86.04,0.47,7.6,20.19,0.37,20.26,25.79,0.78,-2.56
2009-2010,Wizards,96.31,19.14,30.09,11.57,41.66,6.18,5.08,15.07,21.68,36.59,81.41,0.45,5.23,14.89,0.35,17.88,23.67,0.75,-4.39
2010-2011,76ers,98.23,22.46,31.47,10.36,41.83,7.6,4.16,13.03,19.91,37.51,82.55,0.46,5.43,15.4,0.35,17.79,23.04,0.77,0.73
2010-2011,Bobcats,92.99,21.0,29.9,10.23,40.13,6.58,5.49,14.97,20.34,34.64,76.91,0.45,4.76,14.33,0.33,18.94,25.11,0.75,-3.54
2010-2011,Bucks,92.21,18.88,30.33,10.41,40.74,7.58,4.94,13.97,20.9,34.09,79.47,0.43,5.91,17.32,0.34,18.12,23.68,0.76,-0.83
2010-2011,Bulls,97.48,21.98,31.73,12.02,43.75,7.28,5.84,14.32,20.46,36.42,80.1,0.46,6.23,17.48,0.36,18.42,24.71,0.75,6.39
2010-2011,Cavaliers,95.29,20.93,30.52,10.37,40.89,6.76,4.22,14.53,20.06,35.06,80.71,0.44,6.08,17.88,0.34,19.1,25.44,0.75,-7.45
2010-2011,Celtics,96.59,23.0,31.13,8.05,39.18,8.14,4.27,15.24,21.18,36.59,75.48,0.49,5.25,13.81,0.38,18.16,23.59,0.77,5.18
2010-2011,Clippers,98.5,22.09,30.33,11.62,41.96,7.19,4.94,16.8,21.79,36.61,80.29,0.46,6.39,18.93,0.34,18.89,26.71,0.71,-3.53
2010-2011,Grizzlies,99.84,20.24,29.5,11.9,41.4,9.29,5.43,14.38,21.44,38.6,82.56,0.47,3.78,11.42,0.33,18.87,25.27,0.75,2.33
2010-2011,Hawks,93.41,21.3,29.75,9.18,38.93,6.15,4.2,13.71,19.49,35.5,77.82,0.46,5.89,16.92,0.35,16.52,21.68,0.76,-1.89
2010-2011,Heat,99.62,19.21,32.15,9.79,41.94,6.69,5.39,14.15,20.56,35.83,76.06,0.47,6.5,17.98,0.36,21.48,27.84,0.77,5.92
2010-2011,Hornets,94.04,20.42,29.56,10.04,39.6,7.67,4.25,13.44,21.7,35.34,78.0,0.45,5.44,15.32,0.35,17.92,23.44,0.77,-0.37
2010-2011,Jazz,99.34,23.26,28.53,11.02,39.56,7.93,5.77,14.67,23.11,37.16,79.78,0.47,5.21,14.98,0.34,19.82,25.72,0.77,-0.47
2010-2011,Kings,99.01,20.21,30.97,12.96,43.92,7.45,4.79,16.27,22.2,37.8,84.67,0.45,5.25,15.6,0.33,18.17,24.83,0.73,-4.76
2010-2011,Knicks,105.22,21.17,29.84,10.32,40.16,7.72,5.84,14.17,21.37,37.63,83.38,0.45,9.2,25.3,0.36,20.74,25.88,0.8,0.31
2010-2011,Lakers,100.38,21.82,31.15,12.24,43.39,7.49,5.22,13.36,19.6,37.61,81.8,0.46,6.23,18.03,0.35,18.94,24.47,0.77,4.95
2010-2011,Magic,98.8,19.8,32.89,10.4,43.29,6.66,4.78,14.91,20.32,35.8,77.75,0.46,9.24,25.54,0.36,17.96,25.79,0.7,6.67
2010-2011,Mavericks,99.25,23.01,31.45,9.69,41.14,6.91,4.23,14.05,19.78,36.59,78.12,0.47,7.81,21.37,0.36,18.27,23.51,0.78,3.97
2010-2011,Nets,94.11,20.72,30.06,10.93,40.99,5.79,4.7,14.42,22.33,35.36,80.47,0.44,5.62,16.25,0.35,17.78,23.53,0.76,-6.17
2010-2011,Nuggets,107.11,21.83,32.09,9.61,41.71,7.49,4.19,14.4,21.43,37.82,80.08,0.47,8.06,20.86,0.38,23.4,30.61,0.77,4.32
2010-2011,Pacers,98.91,19.47,32.06,11.22,43.29,7.21,5.55,15.72,22.23,36.14,82.54,0.44,7.14,20.2,0.35,19.5,25.18,0.77,-1.67
2010-2011,Pistons,96.98,21.12,27.48,11.07,38.54,7.28,3.97,13.41,20.28,37.02,80.67,0.46,5.83,15.52,0.37,17.1,23.03,0.75,-3.27
2010-2011,Raptors,99.92,21.97,28.52,12.0,40.52,7.41,4.23,14.9,22.67,38.5,82.8,0.47,4.31,13.41,0.31,18.61,24.91,0.75,-5.03
