Feature,Importance
home_AST%_p11,0.0008436267885070975
home_USG%_p10,0.0008434768889172745
home_TS%_p8,0.0008431360317423979
away_MP_p9,0.0008422481024819181
home_WS_p7,0.000841857699939539
away_TOV%_p11,0.0008416011823440885
home_WS/48_p8,0.000841049745909029
home_GS_p5,0.0008409611417595608
home_DRB%_p12,0.0008407769539055873
home_TRB%_p2,0.0008407674836576624
away_ORB%_p1,0.0008401762172898438
away_MP_p10,0.0008400016914094534
home_OBPM_p3,0.0008392645329931538
away_TRB%_p8,0.0008385790851763615
away_Rk_p3,0.0008385361886608564
home_FTr_p1,0.0008384154926597269
home_BPM_p10,0.0008382430871663786
away_PER_p15,0.0008380893756900319
away_TRB_per_game_p9,0.000837882378299782
away_G_p8,0.0008370826395891254
away_FG_pct_p4,0.0008355694518640415
home_DRB%_p10,0.0008352239478957665
away_BPM_p10,0.0008345045032077383
away_FTr_p5,0.0008343445842610885
home_GS_p2,0.0008343359559252785
away_AST%_p3,0.0008340937575252247
home_OWS_p6,0.0008340827943391023
home_Rk_p9,0.0008334643484203049
home_ORB%_p12,0.0008334256974101929
away_AST%_p14,0.0008333921334751078
home_ORB%_p6,0.0008333037137293265
away_OBPM_p8,0.0008317897825009877
away_TS%_p14,0.0008316543980748073
away_3P_pct_p4,0.0008309202721376717
away_PER_p9,0.0008307558638638528
home_PER_p9,0.0008305960068729308
away_PTS_per_game_p3,0.0008305955885811137
away_PER_p8,0.0008299200002323521
away_DRB%_p2,0.000829598233712975
away_DBPM_p10,0.0008295506047588257
home_OWS_p9,0.0008288867751028145
home_TRB_per_game_p3,0.0008288360065814799
away_PER_p12,0.0008283939397016513
away_AST_per_game_p8,0.0008276832040841455
home_3PAr_p2,0.0008272973075990506
away_USG%_p13,0.0008272825653728292
away_DBPM_p5,0.0008269199823562111
home_AST%_p4,0.0008266090954941538
home_AST%_p5,0.0008263738627105734
away_TRB_per_game_p3,0.0008261540269484454
home_USG%_p6,0.0008259841173761462
away_BPM_p8,0.0008259699649871688
away_TRB%_p4,0.0008258225389562995
away_GS_p9,0.0008256994357579745
home_OBPM_p5,0.0008256279982535818
home_TS%_p7,0.000825351907274772
away_TRB%_p6,0.0008250329723163122
away_TOV%_p15,0.0008249304091161208
away_BLK%_p10,0.0008238704086015199
home_AST_per_game_p1,0.0008237227692496317
away_TOV%_p9,0.000823700848882389
home_ORB%_p10,0.0008231079141823012
away_WS_p11,0.0008229671118002035
home_AST%_p1,0.0008228644157134305
away_AST_per_game_p4,0.0008225556713569758
away_USG%_p10,0.0008222050368720216
home_3P_pct_p5,0.0008218052806764595
away_VORP_p4,0.0008213258152245928
away_3PAr_p13,0.0008209785128555548
home_DBPM_p11,0.000820928257778174
home_PTS_per_game_p5,0.0008207272633747017
away_AST_per_game_p9,0.0008207227162473099
home_PER_p6,0.00082067968826463
away_TRB_per_game_p12,0.0008206013069404464
away_GS_p3,0.0008205174465288489
away_ORB%_p10,0.0008204448043504639
away_3PAr_p11,0.0008203739776176927
home_DRB%_p8,0.0008203448169200947
home_WS/48_p15,0.0008199436326109851
away_ORB%_p9,0.0008198731379841179
away_ORB%_p4,0.0008198581463893886
home_3PAr_p11,0.000819693503483706
away_VORP_p5,0.0008191446339696554
away_AST_per_game_p7,0.000819021540861828
away_VORP_p9,0.000818856685119331
away_G_p9,0.0008186750697852332
home_PTS_per_game_p2,0.000818558641280301
home_TS%_p12,0.0008185276284594212
home_DRB%_p1,0.0008185004819662039
away_MP_p4,0.0008179700728756337
home_USG%_p15,0.0008177953230660322
home_Rk_p10,0.0008176100528082576
home_OBPM_p7,0.0008176016227459835
away_BLK%_p7,0.0008175577335803801
away_OWS_p5,0.0008175507003018909
away_OBPM_p15,0.000817166132529896
away_GS_p5,0.0008171030464624228
